LIB_ID,SGD_DB_ID,SYS_ID,GENE_SYM,NAME,PHENOTYPE,DESCRIPTION
DAD1,S000002423,YDR016C,DAD1,Duo1 And Dam1 interacting,Essential gene; null mutant is haploinsufficient (slow growing) in heterozygous diploid under competitive growth conditions,Essential subunit of the Dam1 complex (aka DASH complex); complex couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; is transferred to the kinetochore prior to mitosis
DAD2,S000001791,YKR083C,DAD2,Duo1 And Dam1 interacting,Essential gene; conditional (ts) mutation leads to defective mitotic spindles and cell cycle arrest,Essential subunit of the Dam1 complex (aka DASH complex); complex couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; is transferred to the kinetochore prior to mitosis
DAD3,S000007595,YBR233W-A,DAD3,Duo1 And Dam1 interacting,Essential gene; null mutant is haploinsufficient in heterozygous diploid showing significant increase in chromosome instability,Essential subunit of the Dam1 complex (aka DASH complex); complex couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; is transferred to the kinetochore prior to mitosis
DAD4,S000007604,YDR320C-A,DAD4,Duo1 And Dam1 interacting,Essential gene,Essential subunit of the Dam1 complex (aka DASH complex); complex couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; is transferred to the kinetochore prior to mitosis
DAM1,S000003345,YGR113W,DAM1,Duo1 And Mps1 interacting,Essential gene; conditional mutations cause abnormally elongated spindles and lead to chromosome rearrangements and instability,Essential subunit of the Dam1 complex (aka DASH complex); cooperates with Duo1p to connect the DASH complex with the microtubules (MT); couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; Ipl1p target for regulating kinetochore-MT attachments
DBF4,S000002459,YDR052C,DBF4,DumbBell Former,"Essential gene; conditional mutant exhibits heat sensitivity and a large-budded terminal phenotype with nuclei at the bud neck; in large-scale studies, conditional mutants exhibit chromosome instability and an S-phase cell cycle delay
",Regulatory subunit of Cdc7p-Dbf4p kinase complex; required for Cdc7p kinase activity and initiation of DNA replication; phosphorylates the Mcm2-7 family of proteins; cell cycle regulated; relative distribution to the nucleus increases upon DNA replication stress; co-expression of human CDC7 and DBF4 complements single cdc7 or dbf4 null mutations or the cdc7 dbf4 double null mutation
DBP10,S000002189,YDL031W,DBP10,Dead Box Protein,Essential gene; both repression and overexpression cause slow growth,Putative ATP-dependent RNA helicase of the DEAD-box protein family; constituent of 66S pre-ribosomal particles; essential protein involved in ribosome biogenesis
DBP2,S000005056,YNL112W,DBP2,Dead Box Protein,"Non-essential gene; null mutation confers slow vegetative growth; in a systematic study, null mutant scored as inviable in strain S288C, possibly due to slow growth","ATP-dependent RNA helicase of the DEAD-box protein family; has strong preference for dsRNA; remodels RNA-protein complex (RNP) to facilitate efficient transcription termination ; required for assembly of Yra1p, Nab2p and Mex67p onto mRNA and formation of nuclear mRNP; involved in mRNA decay and rRNA processing; may be involved in suppression of transcription from cryptic initiation sites"
DBP5,S000005572,YOR046C,DBP5,Dead Box Protein,"Essential gene; reduction of function causes slow vegetative growth, heat sensitivity and elevated sensitivity to paromomycin and hygromycin B; overexpression of dominant negative allele blocks poly(A)+ mRNA export from nucleus","Cytoplasmic ATP-dependent RNA helicase of the DEAD-box family; involved in mRNA export from the nucleus, remodeling messenger ribonucleoprotein particles (mRNPs), with ATPase activity stimulated by Gle1p, IP6 and Nup159p; involved in translation termination along with Sup45p (eRF1); role in the cellular response to heat stress"
DBP6,S000005321,YNR038W,DBP6,Dead Box Protein,"Essential gene; repressible and dominant-negative mutants have decreased growth rates; repressible mutant displays a deficit in 60S ribosomal subunits accumulation; repressible mutant leads to decreased accumulation of 27S and 7S rRNA precursors, and depletion of mature 25S and 5.8S rRNA species; conditional mutant has a colony sectoring defect indicative of chromosome instability; heterozygous diploid null is haploinsufficient
",Essential protein involved in ribosome biogenesis; putative ATP-dependent RNA helicase of the DEAD-box protein family; human homolog DDX51 complements yeast dbp6 mutant
DBP9,S000004266,YLR276C,DBP9,Dead Box Protein,Essential gene; conditional (ts) mutation confers slow growth at permissive temperature; reduction-of-function mutations in systematic studies confer increased resistance to cycloheximide and increased sensitivity to MMS and hydroxyurea,"DEAD-box protein required for 27S rRNA processing; exhibits DNA, RNA and DNA/RNA helicase activities; ATPase activity shows preference for DNA over RNA; DNA helicase activity abolished by mutation in RNA-binding domain"
DCP1,S000005509,YOL149W,DCP1,mRNA DeCaPping,"Non-essential gene; null mutation causes slow growth and heat sensitivity; scored as essential in strain S288C in a systematic study, likely due to slow growth",Subunit of the Dcp1p-Dcp2p decapping enzyme complex; decapping complex removes the 5' cap structure from mRNAs prior to their degradation; enhances the activity of catalytic subunit Dcp2p; regulated by DEAD box protein Dhh1p; forms cytoplasmic foci upon DNA replication stress
DCP2,S000005062,YNL118C,DCP2,mRNA DeCaPping,"Gene reported to be essential in some strain backgrounds and non-essential in others; null mutant displays increased apoptosis; point mutation confers stabilization of mRNAs encoding ribosomal proteins; in large-scale studies, conditional mutant shows chromosome instability at the semi-permissive temperature; heterozygous null mutant shows reduced competitive fitness and starvation resistance
",Catalytic subunit of Dcp1p-Dcp2p decapping enzyme complex; removes 5' cap structure from mRNAs prior to their degradation; also enters nucleus and positively regulates transcription initiation; nudix hydrolase family member; forms cytoplasmic foci upon DNA replication stress; human homolog DCP2 complements yeast dcp2 thermosensitive mutant
DCS1,S000004260,YLR270W,DCS1,DeCapping Scavenger,"Non-essential gene; null mutant shows increased stability of mRNA, decreased growth rate and reduced survival in stationary phase; in systematic studies mutants have lower competitive fitness, decreased resistance to hyperosmotic stress and are unable to grow under respiratory growth conditions","Non-essential hydrolase involved in mRNA decapping; activates Xrn1p; may function in a feedback mechanism to regulate deadenylation, contains pyrophosphatase activity and a HIT (histidine triad) motif; acts as inhibitor of neutral trehalase Nth1p; required for growth on glycerol medium; protein abundance increases in response to DNA replication stress; DCS1 has a paralog, DCS2, that arose from the whole genome duplication"
DED1,S000005730,YOR204W,DED1,Defines Essential Domain,"Essential gene; conditional alleles confer cold sensitivity and slow growth even at permissive temperature; in a large-scale study, mutant exhibits MMS sensitivity
","ATP-dependent DEAD-box RNA helicase with strand-annealing activity; promotes eIF4F-dependent 48S translation preinitiation complex (PIC) assembly, stimulating recruitment of mRNAs with long, structured 5’-UTRs; cooperates with Dbp1p in PIC attachment and scanning; ATPase activity stimulated by mRNA cap-associated factor binding; directly binds eIF4G; role in spliceosomal complex disassembly; mutation in human homolog DBY associated with male infertility; human homolog DDX3X complements the null"
DED81,S000001061,YHR019C,DED81,Defines Essential Domain,"Essential gene in a systematic study; in a large-scale survey, repression leads to increased chromosomal rearrangements and chromosome loss ","Cytosolic asparaginyl-tRNA synthetase; required for protein synthesis, catalyzes the specific attachment of asparagine to its cognate tRNA"
DFR1,S000005762,YOR236W,DFR1,DihydroFolate Reductase,"Non-essential gene; null mutant in some strain backgrounds shows adenine, histidine, methionine and dTMP auxotrophy, and inability to grow under respiratory growth conditions; overexpression confers resistance to methotrexate; mutants in S288C strain is inviable in a systematic study and repression leads to cell cycle defects and increased frequency of chromosome loss",Dihydrofolate reductase involved in tetrahydrofolate biosynthesis; required for respiratory metabolism; mutation is functionally complemented by human DHFR
DHR2,S000001561,YKL078W,DHR2,DEAH-box RNA helicase,Essential gene; a dominant negative mutation causes decreased growth rate and accumulation of aberrant 23S rRNA intermediates; overexpression in a systematic study leads to abnormal cell cycle progression,Predominantly nucleolar DEAH-box ATP-dependent RNA helicase; required for 18S rRNA synthesis
DIA4,S000001053,YHR011W,DIA4,Digs Into Agar,"Non-essential gene; null mutation abolishes respiratory growth on nonfermentable carbon sources and decreases growth rate on fermentable carbon sources; in systematic studies mutants show abnormally elongated buds, lower competitive fitness, reduced cell size, and increased resistance to wortmannin and rapamycin",Probable mitochondrial seryl-tRNA synthetase; mutant displays increased invasive and pseudohyphal growth
DIB1,S000006286,YPR082C,DIB1,S. pombe DIm1+ in Budding yeast,"Essential gene; conditional or reduction-of-function mutants show elevated chromosome instability, abnormal mitochondrial morphology and increased benomyl sensitivity
",17-kDa component of the U4/U6aU5 tri-snRNP; plays an essential role in pre-mRNA splicing; human ortholog TXNL4A (the human U5-specific 15-kDa protein) complements yeast dib1 null mutant
DID4,S000001485,YKL002W,DID4,Doa4-Independent Degradation,"Non-essential gene; null mutant exhibits heat sensitivity, sensitivity to caffeine, Congo Red, and other chemicals, and defects in vacuolar protein targeting; in large-scale studies, null mutant has reduced competitive fitness in several different media, sensitivity to heat shock, desiccation, and osmotic stress, poor utilization of various nitrogen sources, and altered resistance to many chemicals
","Class E Vps protein of the ESCRT-III complex; required for sorting of integral membrane proteins into lumenal vesicles of multivesicular bodies, and for delivery of newly synthesized vacuolar enzymes to the vacuole, involved in endocytosis"
DIM1,S000006187,YPL266W,DIM1,DIMethylase,"Essential gene; conditional mutants have opi- phenotype (excretion of inositol in the absence of inositol and choline); overexpression causes slow growth
","Essential 18S rRNA dimethylase (dimethyladenosine transferase); responsible for conserved m6(2)Am6(2)A dimethylation in 3'-terminal loop of 18S rRNA, part of 90S and 40S pre-particles in nucleolus, involved in pre-ribosomal RNA processing; human homolog DIMT1 complements yeast dim1 mutant"
DIP2,S000004119,YLR129W,DIP2,DOM34 Interacting Protein,Essential gene; repression leads to accumulation of aberrant rRNA processing intermediates and depletion of mature 18S rRNA; a reduction-of-function mutation confers sensitivity to benomyl in a systematic study,"Nucleolar protein; specifically associated with the U3 snoRNA, part of the large ribonucleoprotein complex known as the small subunit (SSU) processome, required for 18S rRNA biogenesis, part of the active pre-rRNA processing complex"
DIP5,S000006186,YPL265W,DIP5,DIcarboxylic amino acid Permease,"Non-essential gene; in systematic studies mutants show reduced competitive fitness, and decreased budding index, slow respiratory growth and sensitivity to Calcofluor White, benomyl, hygromycin B in diploids","Dicarboxylic amino acid permease; mediates high-affinity and high-capacity transport of L-glutamate and L-aspartate; also a transporter for Gln, Asn, Ser, Ala, and Gly; relocalizes from plasma membrane to vacuole upon DNA replication stress"
DIS3,S000005381,YOL021C,DIS3,homolog of S. pombe dis3 (chromosome DISjunction),"Essential gene; reduction of function leads to buildup of aberrant mRNA, rRNA, snRNA reporters, slow growth, and increased sensitivity to nocodazole and benomyl","Exosome core complex catalytic subunit; has both endonuclease and 3'-5' exonuclease activity; involved in 3'-5' RNA processing and degradation in both the nucleus and the cytoplasm; role in degradation of tRNAs; similar to E. coli RNase R and to human DIS3, which partially complements dis3-81 heat sensitivity; mutations in Dis3p analogous to human mutations implicated in multiple myeloma impair exosome function; protein abundance increases under to DNA replication stress"
DML1,S000004824,YMR211W,DML1,Drosophila melanogaster Misato-Like protein,"Essential gene; heterozygous null mutant diploid shows reduced competitive growth and sensitivity to starvation, and its surviving meiotic progeny shows greatly increased frequency of cells lacking mtDNA (rho0); in systematic studies overexpression causes chromosome instability","Essential protein involved in mtDNA inheritance; may also function in the partitioning of the mitochondrial organelle or in the segregation of chromosomes, exhibits regions similar to members of a GTPase family"
DNA2,S000001207,YHR164C,DNA2,DNA synthesis defective,"Essential gene; repression causes chromosome instability; conditional mutations confer heat sensitivity, sensitivity to MMS and cadmium ions, and slow growth with shortened lifespan even at the permissive temperature
","Tripartite DNA replication factor; single-stranded DNA-dependent ATPase, ATP-dependent nuclease, helicase; tracking protein for flap cleavage during Okazaki fragment maturation; involved in DNA repair/processing of meiotic DNA double strand breaks; component of telomeric chromatin with cell-cycle dependent localization; required for telomerase-dependent telomere synthesis; forms nuclear foci upon DNA replication stress; human homolog DNA2 complements yeast dna2 mutant"
DOA4,S000002476,YDR069C,DOA4,Degradation Of Alpha,"Non-essential gene; null mutation confers increased sensitivity to elevated temperature, oxidative stress, canavanine, sulfometuron; conditional allele causes petite phenotype indicating respiratory deficiency; in systematic studies mutants exhibit increased sensitivity to multiple chemicals, including rapamycin, cycloheximide, tunicamycin, caffeine, Congo Red, ethanol","Ubiquitin hydrolase; deubiquitinates intralumenal vesicle (ILVs) cargo proteins; required for recycling ubiquitin from proteasome-bound ubiquitinated intermediates, acts at the late endosome/prevacuolar compartment to recover ubiquitin from ubiquitinated membrane proteins destined for the vacuole; DOA4 has a paralog, UBP5, that arose from the whole genome duplication"
DOC1,S000003209,YGL240W,DOC1,Destruction Of Cyclin B,"Non-essential gene; null mutation causes delay in metaphase-anaphase transition in the cell cycle and accumulation of G2/M cells; null mutant shows chromosome instability, decreased chronological and replicative lifespan, and decreased growth rate; in systematic studies mutants are sensitive to Calcofluor White, arsenite, chlorophenol, flucytosine, hydroxyurea, but resistant to edelfosine and oleic acid; mutants are incapable of respiratory growth","Processivity factor; required for the ubiquitination activity of the anaphase promoting complex (APC), mediates the activity of the APC by contributing to substrate recognition; involved in cyclin proteolysis; contains a conserved DOC1 homology domain"
DOP1,S000002548,YDR141C,DOP1,homolog of A. nidulans DOPey,"Essential gene; overexpression of C-terminally truncated allele causes pear-shaped, enlarged cells with abnormal budding pattern; conditional (ts) mutant exhibits abnormal ER morphology and mislocalization of ER reporter proteins at elevated temperature; in systematic studies reduction of function leads to increased sensitivity to hydroxyurea, rapamycin, mefloquine, and excretion of inositol (Opi- phenotype)","Protein involved in vesicular transport at trans-Golgi network (TGN); TGN-localized, leucine-zipper domain protein; involved in endosome-to-Golgi transport during endocytic recycling, and retrograde transport of glycosyltransferases from the TGN to the Golgi; involved in organization of the ER, establishment of cell polarity, and morphogenesis; detected in highly purified mitochondria in high-throughput studies"
DPB11,S000003626,YJL090C,DPB11,DNA Polymerase B (II),"Essential gene; conditional mutant delays in S phase at the permissive temperature and arrests there at the restrictive temperature; conditional and repressible mutants display elevated rates of gross chromosomal rearrangements, chromosome loss and an increase in spontaneous DNA damage; conditional alleles display elevated heteroallelic recombination rates and reduced direct-repeat recombination; some conditional alleles display slow DSB repair kinetics and reduced efficiency of mating type switching; heterozygous diploid null is haploinsufficient; overexpression enhances invasive growth
","DNA replication initiation protein; loads DNA pol epsilon onto pre-replication complexes at origins; checkpoint sensor recruited to stalled replication forks by the checkpoint clamp complex where it activates Mec1p; along with Rfa1p, binds to ultrafine anaphase bridges in mitotic cells and prevents accumulation of chromatin bridges by stimulating the Mec1p kinase and suppressing homologous recombination; ortholog of human TopBP1; forms nuclear foci upon DNA replication stress"
DPM1,S000006387,YPR183W,DPM1,Dolichol Phosphate Mannose synthase,"Essential gene; conditional mutants display impaired N- and O-linked glycosylation, and decreased incorporation of myo-inositol into GPI-membrane anchored proteins; conditional mutant has an aberrant cell wall structure, increased chitin deposition and increased sensitivity to calcofluor white and to cell wall, and plasma membrane-directed antifungal agents; conditional mutant displays elevated phosphorylation of Slt2p, a measure of activation of the cell wall integrity pathway; repressible allele has an abnormal mitochondrial morphology
","Dolichol phosphate mannose (Dol-P-Man) synthase of ER membrane; catalyzes formation of Dol-P-Man from Dol-P and GDP-Man; required for biosynthesis of glycosyl phosphatidylinositol (GPI) membrane anchor, as well as O-mannosylation and protein N- and O-linked glycosylation; human homolog DPM1 can complement yeast mutant strains"
DPS1,S000003941,YLL018C,DPS1,,Essential gene; repression leads to cell cycle arrest at G1 phase; overexpression causes slow growth,"Aspartyl-tRNA synthetase, primarily cytoplasmic; homodimeric enzyme that catalyzes the specific aspartylation of tRNA(Asp); class II aminoacyl tRNA synthetase; binding to its own mRNA may confer autoregulation; shares five highly conserved amino acids with human that when mutated cause leukoencephalopathy characterized by hypomyelination with brain stem and spinal cord involvement and leg spasticity (HBSL)"
DRE2,S000001779,YKR071C,DRE2,Derepressed for Ribosomal protein S14 Expression,"Essential gene; depletion disrupts distribution and activity of several iron-sulfur proteins and increases chromosome instability; reduction of function or overexpression both result in slow growth
",Component of the cytosolic Fe-S protein assembly (CIA) machinery; contains an Fe-S cluster that receives electrons from NADPH via the action of Tah18p in an early step in the CIA pathway; ortholog of human Ciapin1; protein abundance increases in response to DNA replication stress; inviability of the null mutant is functionally complemented by human CIAPIN1
DRS1,S000003931,YLL008W,DRS1,Deficiency of Ribosomal Subunits,Essential gene; conditional (cs) mutation leads to reduced amounts of 25S rRNA,Nucleolar DEAD-box protein required for ribosome assembly and function; including synthesis of 60S ribosomal subunits; constituent of 66S pre-ribosomal particles
DRS2,S000000024,YAL026C,DRS2,Deficiency of Ribosomal Subunits,"Non-essential gene; null mutant is sensitive to cell wall-damaging agents and metals, shows defects in protein transport through the Golgi
","Trans-golgi network aminophospholipid translocase (flippase); maintains membrane lipid asymmetry in post-Golgi secretory vesicles; contributes to clathrin-coated vesicle formation, endocytosis, protein trafficking between the Golgi and endosomal system and the cellular response to mating pheromone; autoinhibited by its C-terminal tail; localizes to the trans-Golgi network; mutations in human homolog ATP8B1 result in liver disease"
DSL1,S000005202,YNL258C,DSL1,Dependence on SLy1-20,"Essential gene; conditional (ts) mutant shows slow growth and abnormal distribution of reporter proteins even at permissive temperature; repression results in abnormal morphology of the ER and mitochondria; reduction of function causes increased sensitivity to hydroxyurea, MMS and benomyl","Peripheral membrane protein needed for Golgi-to-ER retrograde traffic; mediates Sey1p-independent homotypic ER fusion; forms Dsl1 tethering complex with Sec39p and Tip20p that forms a stable complex with ER SNAREs Sec20p, Ufe1p and Use1p and is functionally conserved from yeast to mammalian cells; component of the ER target site that interacts with coatomer; interacts with different subunits of COPI vesicle coat; interacts with Cin5p; homolog of fly and human ZW10 gene"
DSN1,S000001449,YIR010W,DSN1,Dosage Suppressor of NNF1,Essential gene; conditional (ts) mutant is defective in chromosome segregation; in systematic studies reduction-of-function mutations lead to cell cycle arrest at G2 phase and chromosome instability,"Essential component of the outer kinetochore MIND complex; joins kinetochore subunits contacting DNA to those contacting microtubules; phosphorylation promotes interaction between outer and inner kinetochore proteins; kinetochore receptor for monopolin, via interaction with Csm1p; essential for both meiotic and mitotic chromosome segregation; MIND complex consists of Mtw1p, Nnf1p, Nsl1p and Dsn1p; phosphorylated by monopolin subunit, Hrr25p and Aurora kinase, Ipl1p; modified by sumoylation"
DSS1,S000004900,YMR287C,DSS1,Deletion of SUV3 Supressor,"Non-essential gene; null mutant is incapable of respiratory growth on nonfermentable carbon sources; in competitive growth experiments homozygous null mutant diploids show decreased fitness and increased sensitivity to oxidative stress but increased resistance to chemicals that disrupt cell wall (caffeine, Calcofluor White), DNA (MMS, doxorubicin), and cytoskeleton (benomyl)",3'-5' exoribonuclease; component of the mitochondrial degradosome along with the ATP-dependent RNA helicase Suv3p; the degradosome associates with the ribosome and mediates turnover of aberrant or unprocessed RNAs
DUO1,S000003029,YGL061C,DUO1,Death Upon Overproduction,Essential gene; conditional mutations and overexpression result in chromosome instability,Essential subunit of the Dam1 complex (aka DASH complex); cooperates with Dam1p to connect the DASH complex with microtubules (MT); couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; is transferred to the kinetochore prior to mitosis
DUT1,S000000456,YBR252W,DUT1,DUTp pyrophosphatase,"Essential gene; null mutant can be rescued by exogenous thymidylate (dTMP); reduction-of-function mutants show cell cycle arrest at G2/M transition, decreased exponential growth rate and increased mutation frequency
","Deoxyuridine triphosphate diphosphatase (dUTPase); catalyzes hydrolysis of dUTP to dUMP and PPi, thereby preventing incorporation of uracil into DNA during replication; critical for the maintenance of genetic stability; also has diphosphatase activity on deoxyinosine triphosphate; human homolog DUT allows growth of yeast haploid dut1 null mutant after sporulation of heterozygous diploid"
DYS1,S000001110,YHR068W,DYS1,DeoxyhYpusine Synthase,"Essential gene; depletion leads to cell cycle arrest at G1 in a large-scale study
","Deoxyhypusine synthase; catalyzes formation of deoxyhypusine, the first step in hypusine biosynthesis; triggers posttranslational hypusination of translation elongation factor eIF-5A and regulates its intracellular levels; tetrameric; human homolog DHPS allows growth of yeast haploid dys1 null mutant after sporulation of heterozygous diploid"
EAF7,S000005080,YNL136W,EAF7,Esa1-Associated Factor,,Subunit of the NuA4 histone acetyltransferase complex; NuA4 acetylates the N-terminal tails of histones H4 and H2A
EBP2,S000001655,YKL172W,EBP2,EBNA1-binding protein (homolog),,"Required for 25S rRNA maturation and 60S ribosomal subunit assembly; localizes to the nucleolus and in foci along nuclear periphery; constituent of 66S pre-ribosomal particles; cooperates with Rrs1p and Mps3p to mediate telomere clustering by binding Sir4p, but is not involved in telomere tethering"
ECM16,S000004735,YMR128W,ECM16,ExtraCellular Mutant,,Essential DEAH-box ATP-dependent RNA helicase specific to U3 snoRNP; predominantly nucleolar in distribution; required for 18S rRNA synthesis
ECM9,S000001712,YKR004C,ECM9,ExtraCellular Mutant,,Non-essential protein of unknown function
ECO1,S000001923,YFR027W,ECO1,Establishment of COhesion,,"Acetyltransferase; required for establishment of sister chromatid cohesion; acetylates Mps3p to regulate nuclear organization; modifies Smc3p at replication forks and Mcd1p in response to dsDNA breaks; phosphorylated by three kinases (Cdc28p, Cdc7p, Mck1p) to generate pair of phosphates spaced precisely for recognition by ubiquitin ligase SCF-Cdc4; mutations in human homolog ESCO2 cause Roberts syndrome; relative distribution to nucleus increases upon DNA replication stress"
EFB1,S000000003,YAL003W,EFB1,Elongation Factor Beta,Essential gene in S288C and W303 but non-essential in Sigma1278b; heterozygous null mutant displays both decreased growth and decreased resistance to starvation; disruption of complex formation with EF1A results in the loss of actin cables and patches and an increase in cell size,"Translation elongation factor 1 beta; stimulates nucleotide exchange to regenerate EF-1 alpha-GTP for the next elongation cycle; part of the EF-1 complex, which facilitates binding of aminoacyl-tRNA to the ribosomal A site; human homolog EEF1B2 can complement yeast efb1 mutants"
EMG1,S000004176,YLR186W,EMG1,Essential for Mitotic Growth,"Essential gene; depletion leads to accumulation of aberrant rRNA processing intermediates
","Methyltransferase for rRNA; methylates pseudouridine 18S rRNA residue 1191; member of the SPOUT methyltransferase family; required for maturation of 18S rRNA and for 40S ribosomal subunit production independent of methyltransferase activity; forms homodimers; human ortholog is mutated in Bowen-Conradi syndrome, and equivalent yeast mutation affects Emg1p dimerization and localization but not methyltransferase activity; human EMG1 complements lethality of null and ts mutant"
EMI1,S000002920,YDR512C,EMI1,Early Meiotic Induction,,"Non-essential protein of unknown function; required for transcriptional induction of the early meiotic-specific transcription factor IME1, also required for sporulation; contains twin cysteine-x9-cysteine motifs; deletion affects mitochondrial morphology"
EMP70,S000004073,YLR083C,EMP70,,,"Protein with a role in cellular adhesion and filamentous growth; also endosome-to-vacuole sorting; similar to Tmn3p; member of Transmembrane Nine family of proteins with 9 transmembrane segments; EMP70 has a paralog, TMN2, that arose from the whole genome duplication"
EMW1,S000005257,YNL313C,EMW1,Essential for Maintenance of the cell Wall,,Essential conserved protein with a role in cell wall integrity; contains six TPR (tetratricopeptide repeat) domains clustered in the C-terminal region; conditional mutant is suppressed by overexpression of GFA1; protein abundance increases in response to DNA replication stress
ENP1,S000000451,YBR247C,ENP1,Essential Nuclear Protein,"Essential gene; depletion results in accumulation of unprocessed rRNA precursors; reduction-of-function mutations cause decreased competitive fitness and sensitivity to MMS; overexpression causes slow growth
",Protein associated with U3 and U14 snoRNAs; required for pre-rRNA processing and 40S ribosomal subunit synthesis; localized in the nucleus and concentrated in the nucleolus; human BYSL functionally complements the heat sensitivity of an enp1 ts mutant
ENP2,S000003377,YGR145W,ENP2,Essential Nuclear Protein,,"Component of the SSU; required for pre-18S rRNA processing, biogenesis of the small ribosomal subunit; interacts with U3 snoRNA, Mpp10p and Bfr2p; contains WD repeats, and has homology to Spb1p"
EOS1,S000005024,YNL080C,EOS1,ER-localized and Oxidants Sensitive,,Protein involved in N-glycosylation; deletion mutation confers sensitivity to exidative stress and shows synthetic lethality with mutations in the spindle checkpoint genes BUB3 and MAD1; YNL080C is not an essential gene
EPL1,S000001870,YFL024C,EPL1,Enhancer of Polycomb Like,,"Subunit of NuA4, an essential histone H4/H2A acetyltransferase complex; conserved region at N-terminus is essential for interaction with the NPC (nucleosome core particle); required for autophagy; homologous to Drosophila Enhancer of Polycomb; coding sequence contains length polymorphisms in different strains"
ERB1,S000004652,YMR049C,ERB1,Eukaryotic Ribosome Biogenesis,,Constituent of 66S pre-ribosomal particles; forms a complex with Nop7p and Ytm1p that is required for maturation of the large ribosomal subunit; required for maturation of the 25S and 5.8S ribosomal RNAs; homologous to mammalian Bop1
ERD2,S000000136,YBL040C,ERD2,Endoplasmic reticulum Retention Defective,,HDEL receptor; an integral membrane protein that binds to the HDEL motif in proteins destined for retention in the endoplasmic reticulum; has a role in maintenance of normal levels of ER-resident proteins
ERG1,S000003407,YGR175C,ERG1,ERGosterol biosynthesis,"Essential gene; conditional mutant requires ergosterol for growth at elevated temperature; repression causes abnormal lipid particle morphology and accumulation of elevated levels of squalene; mutants are sensitive to terbinafine; in large-scale studies, repression confers increased competitive fitness and abnormal mitochondrial morphology
","Squalene epoxidase; catalyzes the epoxidation of squalene to 2,3-oxidosqualene; plays an essential role in the ergosterol-biosynthesis pathway and is the specific target of the antifungal drug terbinafine; human SQLE functionally complements the lethality of the erg1 null mutation"
ERG10,S000005949,YPL028W,ERG10,ERGosterol biosynthesis,"Essential gene; mutants require ergosterol; in large-scale studies, repression confers G2-phase cell cycle delay, increased chromosome instability, decreased competitive fitness, and abnormal mitochondrial morphology; heterozygous null mutant is sensitive to hydroxyurea
","Acetyl-CoA C-acetyltransferase (acetoacetyl-CoA thiolase); cytosolic enzyme that transfers an acetyl group from one acetyl-CoA molecule to another, forming acetoacetyl-CoA; involved in the first step in mevalonate biosynthesis; human ACAT1 functionally complements the growth defect caused by repression of ERG10 expression"
ERG11,S000001049,YHR007C,ERG11,ERGosterol biosynthesis,"Essential gene under standard growth conditions; null mutant is viable under anaerobic conditions and requires ergosterol for growth; down-regulation causes sensitivity to azole drugs and overexpression confers resistance; in large-scale studies, heterozygous null diploid is sensitive to heat and to toxic antimicrobial peptides
","Lanosterol 14-alpha-demethylase; catalyzes C-14 demethylation of lanosterol to form 4,4''-dimethyl cholesta-8,14,24-triene-3-beta-ol in ergosterol biosynthesis pathway; transcriptionally down-regulated when ergosterol is in excess; member of cytochrome P450 family; associated and coordinately regulated with the P450 reductase Ncp1p; human CYP51A1 functionally complements the lethality of the erg11 null mutation"
ERG12,S000004821,YMR208W,ERG12,ERGosterol biosynthesis,"Essential gene; mutants require ergosterol; in large-scale studies, repression confers increased competitive fitness and abnormal mitochondrial morphology; heterozygous null mutant is sensitive to zaragozic acid C
","Mevalonate kinase; acts in the biosynthesis of isoprenoids and sterols, including ergosterol, from mevalonate; human MVK functionally complements the lethality of the erg12 null mutation"
ERG13,S000004595,YML126C,ERG13,ERGosterol biosynthesis,"Essential gene; conditional (ts) mutations cause ergosterol auxotrophy at permissive temperatures; depletion leads to abnormal mitochondrial morphology; reduction-of-function mutations result in increased sensitivity to benomyl, hydroxyurea and rapamycin; overexpression causes slow growth and increased resistance to doxorubicin
",3-hydroxy-3-methylglutaryl-CoA (HMG-CoA) synthase; catalyzes the formation of HMG-CoA from acetyl-CoA and acetoacetyl-CoA; involved in the second step in mevalonate biosynthesis
ERG2,S000004815,YMR202W,ERG2,ERGosterol biosynthesis,"Non-essential gene; null mutant displays shortened replicative lifespan and sensitivity to metals, benomyl, and tacrolimus; conditional mutant shows reduced endocytosis; in large-scale studies, null mutant displays slower fermentative and respiratory growth, shorter telomeres, auxotrophy for myo-inositol, decreased resistance to osmotic stress, lower competitive fitness, and altered resistance to a variety of chemicals
",C-8 sterol isomerase; catalyzes isomerization of delta-8 double bond to delta-7 position at an intermediate step in ergosterol biosynthesis; transcriptionally down-regulated when ergosterol is in excess; mutation is functionally complemented by human EBP
ERG20,S000003703,YJL167W,ERG20,ERGosterol biosynthesis,"Essential gene; mutations cause ergosterol auxotrophy and excretion of prenyl alcohols; reduction of function results in increased sensitivity to hydroxyurea and MMS, and increased reistance to myriocin
",Farnesyl pyrophosphate synthetase; has both dimethylallyltranstransferase and geranyltranstransferase activities; catalyzes the formation of C15 farnesyl pyrophosphate units for isoprenoid and sterol biosynthesis
